StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,id
2022-02-03 13:37:29,2022-02-03 13:38:28,IP Address,100,59,True,2022-02-03 13:38:28,R_2tm86zribPieReB,anonymous,EN-GB,,,,69613
2022-02-05 02:51:07,2022-02-05 02:51:28,IP Address,100,20,True,2022-02-05 02:51:28,R_1OP5ORUDXAKogfe,anonymous,EN-GB,,,,69193
2022-02-08 15:19:18,2022-02-08 15:20:09,IP Address,100,51,True,2022-02-08 15:20:09,R_ZfqC2BHxcxh5PTb,anonymous,EN-GB,no,yes,,67345
2022-02-09 06:48:40,2022-02-09 06:48:45,IP Address,100,5,True,2022-02-09 06:48:46,R_1CDVKLd6cn5cRyr,anonymous,EN-GB,,,,65368
2022-02-10 01:56:08,2022-02-10 01:56:19,IP Address,100,10,True,2022-02-10 01:56:19,R_3PdBYfn9clK0SLg,anonymous,EN-GB,yes,yes,,67417
2022-02-10 03:35:22,2022-02-10 03:35:43,IP Address,100,21,True,2022-02-10 03:35:43,R_22LJN5ARv8rHyQV,anonymous,EN-GB,no,no,very,68965
2022-02-10 04:05:43,2022-02-10 04:06:23,IP Address,100,39,True,2022-02-10 04:06:23,R_2cp8PQTbHgypnkR,anonymous,EN-GB,no,no,"just a little inaccurate ",68995
2022-02-10 05:01:06,2022-02-10 05:01:26,IP Address,100,20,True,2022-02-10 05:01:27,R_2QxLjAli2ugr4CE,anonymous,EN-GB,no,yes,,69862
2022-02-10 05:33:40,2022-02-10 05:34:17,IP Address,100,36,True,2022-02-10 05:34:17,R_3khvun7I53er30T,anonymous,EN-GB,yes,no,mildy,69850
2022-02-10 05:35:11,2022-02-10 05:36:36,IP Address,100,85,True,2022-02-10 05:36:36,R_rrNCuk8N2QNb5Wp,anonymous,EN-GB,no,no,may have been confusion causing innacuracy,68875
2022-02-10 06:13:52,2022-02-10 06:14:26,IP Address,100,34,True,2022-02-10 06:14:26,R_a2vYfWcs9RuMPHX,anonymous,EN-GB,no,yes,,67276
2022-02-10 07:09:00,2022-02-10 07:09:20,IP Address,100,20,True,2022-02-10 07:09:20,R_2Pwhv8ClZ8y8RG6,anonymous,EN-GB,yes,yes,,69160
2022-02-10 07:51:24,2022-02-10 07:51:37,IP Address,100,12,True,2022-02-10 07:51:37,R_2wN92eYJbjNCsfU,anonymous,EN-GB,no,yes,,69175
2022-02-10 12:32:23,2022-02-10 12:33:59,IP Address,100,95,True,2022-02-10 12:33:59,R_SGLF40Ez0DT0KI1,anonymous,EN-GB,no,no,"a couple of times, I believe it was telling me I was more off than I believed I was",69199
2022-02-10 14:21:28,2022-02-10 14:21:44,IP Address,100,16,True,2022-02-10 14:21:45,R_bskLYeCydkxTy3n,anonymous,EN-GB,no,yes,,69220
2022-02-10 15:03:50,2022-02-10 15:04:06,IP Address,100,16,True,2022-02-10 15:04:06,R_3hfnNrR2AIVBOdH,anonymous,EN-GB,no,no,,69358
2022-02-11 08:34:06,2022-02-11 08:35:06,IP Address,100,59,True,2022-02-11 08:35:06,R_2dRVdX3Tw4ZeAvZ,anonymous,EN-GB,no,yes,,67060
2022-02-21 11:22:21,2022-02-21 11:23:34,IP Address,100,73,True,2022-02-21 11:23:34,R_2YSzITskmtYLuEp,anonymous,EN-GB,no,yes,,69058
2022-02-22 05:50:23,2022-02-22 05:50:43,IP Address,100,20,True,2022-02-22 05:50:44,R_3nfsTMq9mJ9DhbS,anonymous,EN-GB,no,no,,69076
2022-02-22 05:57:48,2022-02-22 05:58:08,IP Address,100,19,True,2022-02-22 05:58:08,R_3iXCsfwHsdZX0Ky,anonymous,EN-GB,no,yes,,69727
2022-02-24 11:59:48,2022-02-24 12:01:18,IP Address,100,90,True,2022-02-24 12:01:18,R_21apVV6CjLhqpgC,anonymous,EN-GB,no,yes,,67486
2022-02-24 13:59:14,2022-02-24 13:59:35,IP Address,100,20,True,2022-02-24 13:59:35,R_2SqwxfD8PgHhMAO,anonymous,EN-GB,no,no,,69853
2022-02-25 11:39:21,2022-02-25 11:39:37,IP Address,100,15,True,2022-02-25 11:39:37,R_12LptIC8YIHUs3h,anonymous,EN-GB,no,yes,,67759
